2025-03-26 16:55:07,-5.69,40.77,412
2025-03-26 16:55:22,-5.99,27.53,397
2025-03-26 16:55:37,26.24,71.31,1885
2025-03-26 16:55:52,-37.83,7.39,1690
2025-03-26 16:56:07,28.94,78.58,461
2025-03-26 16:56:22,44.2,39.68,635
2025-03-26 16:56:37,-10.37,68.87,697
2025-03-26 16:56:52,49.59,35.91,1085
2025-03-26 16:57:07,39.1,92.59,491
2025-03-26 16:57:22,28.21,50.43,308
2025-03-26 16:57:37,-12.43,12.45,409
2025-03-26 16:57:52,-4.44,60.7,664
2025-03-26 16:58:07,14.23,15.74,1363
2025-03-26 16:58:22,-39.81,29.86,790
2025-03-26 16:58:37,-12.22,55.34,1057
2025-03-26 16:58:52,-39.53,42.45,574
2025-03-26 16:59:07,35.43,50.21,980
2025-03-26 16:59:22,20.7,21.21,1921
2025-03-26 16:59:37,49.26,18.68,906
2025-03-26 16:59:52,-45.94,50.92,497
2025-03-26 17:00:07,46.31,10.8,535
2025-03-26 17:00:22,-43.95,99.0,736
2025-03-26 17:00:37,43.07,12.72,1950
2025-03-26 17:00:52,34.76,18.17,1338
2025-03-26 17:01:07,-41.52,95.74,1988
2025-03-26 17:01:22,27.91,17.5,779
2025-03-26 17:01:37,-12.52,47.05,1735
2025-03-26 17:01:52,-16.92,91.59,1083
2025-03-26 17:02:08,45.52,0.48,697
2025-03-26 17:02:23,42.05,7.8,456
2025-03-26 17:02:38,29.28,92.14,1283
2025-03-26 17:02:53,1.41,4.31,1913
2025-03-26 17:03:08,27.59,58.94,362
2025-03-26 17:03:23,5.39,10.89,1548
2025-03-26 17:03:38,-10.84,81.31,398
2025-03-26 17:03:53,-32.99,71.28,1465
2025-03-26 17:04:08,35.11,90.54,1834
2025-03-26 17:04:23,-20.77,97.88,606
2025-03-26 17:04:38,-13.66,0.06,1593
2025-03-26 17:04:53,-36.95,83.17,1078
2025-03-26 17:05:08,-46.7,3.84,493
2025-03-26 17:05:23,18.69,45.68,1215
2025-03-26 17:05:38,14.8,81.89,463
2025-03-26 17:05:53,-31.26,12.99,1441
2025-03-26 17:06:08,46.98,79.66,1570
2025-03-26 17:06:23,-37.98,29.9,1154
2025-03-26 17:06:38,-14.24,51.01,1478
2025-03-26 17:06:53,-33.82,56.25,1159
2025-03-26 17:07:08,-46.51,31.08,926
2025-03-26 17:07:23,-19.95,1.17,1056
2025-03-26 17:07:38,-17.57,41.12,1749
2025-03-26 17:07:53,43.32,40.27,676
2025-03-26 17:08:08,-8.23,37.57,1749
2025-03-26 17:08:23,-14.5,64.9,1799
2025-03-26 17:08:38,9.07,43.52,1800
2025-03-26 17:08:53,28.44,16.97,1080
2025-03-26 17:09:08,-26.53,40.27,357
2025-03-26 17:09:23,-39.28,47.66,1992
2025-03-26 17:09:38,-43.18,94.4,481
2025-03-26 17:09:53,25.16,85.75,1043
2025-03-26 17:10:08,10.14,4.84,1154
2025-03-26 17:10:23,-40.21,6.28,849
2025-03-26 17:10:38,19.18,91.82,910
2025-03-26 17:10:53,-8.87,76.23,1190
2025-03-26 17:11:08,23.73,67.65,1535
2025-03-26 17:11:23,-19.28,83.35,1501
2025-03-26 17:11:38,19.76,65.86,1919
2025-03-26 17:11:53,-21.76,55.39,1801
2025-03-26 17:12:08,-12.08,76.23,815
2025-03-26 17:12:23,-32.0,21.59,392
2025-03-26 17:12:38,-14.18,60.43,1220
2025-03-26 17:12:53,21.43,36.59,522
2025-03-26 17:13:08,38.9,7.69,961
2025-03-26 17:13:23,6.63,46.2,1368
2025-03-26 17:13:38,-41.54,66.28,1731
2025-03-26 17:13:53,-27.5,90.39,1430
2025-03-26 17:14:08,19.4,43.28,1404
2025-03-26 17:14:23,31.18,17.6,737
2025-03-26 17:14:38,1.0,3.66,581
2025-03-26 17:14:53,27.41,75.94,1530
2025-03-26 17:15:08,24.75,21.13,791
2025-03-26 17:15:23,33.46,44.51,796
2025-03-26 17:15:38,-12.15,82.83,1108
2025-03-26 17:15:53,42.66,56.67,1809
2025-03-26 17:16:08,31.08,0.6,1112
2025-03-26 17:16:24,22.05,87.95,898
2025-03-26 17:16:39,35.31,98.16,736
2025-03-26 17:16:54,22.16,4.44,796
2025-03-26 17:17:09,-6.58,11.79,657
2025-03-26 17:17:24,14.24,60.41,1917
2025-03-26 17:17:39,-5.22,92.65,1115
2025-03-26 17:17:54,9.49,36.14,1337
2025-03-26 17:18:09,-13.06,39.57,1583
2025-03-26 17:18:24,0.72,35.39,959
2025-03-26 17:18:39,45.86,84.17,1580
2025-03-26 17:18:54,27.27,29.96,642
2025-03-26 17:19:09,11.91,7.61,1225
2025-03-26 17:19:24,-6.19,89.85,592
2025-03-26 17:19:39,20.83,83.06,1448
2025-03-26 17:19:54,12.52,98.89,629
2025-03-26 17:20:09,-2.18,67.49,705
2025-03-26 17:20:24,28.15,12.87,553
2025-03-26 17:20:39,48.15,63.9,1695
2025-03-26 17:20:54,10.59,11.52,1961
2025-03-26 17:21:09,-19.77,68.49,1574
2025-03-26 17:21:24,-47.96,15.02,558
2025-03-26 17:21:39,44.93,54.95,1115
2025-03-26 17:21:54,22.54,54.8,1399
2025-03-26 17:22:09,-25.48,63.14,669
2025-03-26 17:22:24,-12.41,18.58,879
2025-03-26 17:22:39,-34.61,77.57,1928
2025-03-26 17:22:54,4.27,18.07,1902
2025-03-26 17:23:09,-0.14,98.78,539
2025-03-26 17:23:24,-2.21,41.12,1243
2025-03-26 17:23:39,25.18,51.73,342
2025-03-26 17:23:54,14.25,41.32,1057
2025-03-26 17:24:09,-18.03,51.12,1862
2025-03-26 17:24:24,1.43,1.23,342
2025-03-26 17:24:39,-43.77,10.78,1101
2025-03-26 17:24:54,45.82,16.84,1356
2025-03-26 17:25:09,-46.34,57.87,1926
2025-03-26 17:25:24,-31.15,6.36,1053
2025-03-26 17:25:39,33.91,34.35,1499
2025-03-26 17:25:54,-49.55,61.12,762
2025-03-26 17:26:09,-12.72,88.51,540
2025-03-26 17:26:24,20.55,66.83,1301
2025-03-26 17:26:39,-6.72,30.84,871
2025-03-26 17:26:54,-29.27,55.6,1979
2025-03-26 17:27:09,-14.57,23.88,1328
2025-03-26 17:27:24,-36.96,72.65,453
2025-03-26 17:27:39,-16.1,69.09,666
2025-03-26 17:27:54,-14.84,45.94,391
2025-03-26 17:28:09,-3.0,82.4,1272
2025-03-26 17:28:24,35.14,13.35,1900
2025-03-26 17:28:39,-38.8,89.65,617
2025-03-26 17:28:54,-47.62,57.96,829
2025-03-26 17:29:09,31.5,54.68,1509
2025-03-26 17:29:24,22.24,49.48,808
2025-03-26 17:29:39,-19.88,65.09,574
2025-03-26 17:29:54,-48.6,26.14,592
2025-03-26 17:30:09,-43.09,64.69,1806
2025-03-26 17:30:24,31.8,28.22,1371
2025-03-26 17:30:39,45.66,42.55,1631
2025-03-26 17:30:54,-24.88,74.27,1028
2025-03-26 17:31:09,-42.86,46.86,952
2025-03-26 17:31:24,31.29,95.24,1393
2025-03-26 17:31:39,13.41,24.3,710
2025-03-26 17:31:54,25.4,58.21,745
2025-03-26 17:32:09,18.68,34.64,890
2025-03-26 17:32:24,47.45,56.86,1722
2025-03-26 17:32:39,4.57,35.23,787
2025-03-26 17:32:54,37.27,6.88,1879
2025-03-26 17:33:09,15.24,16.64,504
2025-03-26 17:33:24,22.01,41.45,1865
2025-03-26 17:33:39,27.95,78.02,1701
2025-03-26 17:33:54,16.96,66.45,1774
2025-03-26 17:34:09,23.26,86.64,1643
2025-03-26 17:34:24,27.02,25.79,1521
2025-03-26 17:34:39,44.52,70.79,1950
2025-03-26 17:34:55,-45.55,8.75,1552
2025-03-26 17:35:10,-43.28,23.04,1265
2025-03-26 17:35:25,-17.66,55.84,1730
2025-03-26 17:35:40,-30.04,74.03,1005
2025-03-26 17:35:55,-45.45,58.41,1473
2025-03-26 17:36:10,-36.72,86.35,1524
2025-03-26 17:36:25,6.29,2.57,480
2025-03-26 17:36:40,46.7,77.22,347
2025-03-26 17:36:55,-38.87,12.69,1198
2025-03-26 17:37:10,25.97,3.52,1220
2025-03-26 17:37:25,-32.64,76.41,1645
2025-03-26 17:37:40,49.25,35.55,671
2025-03-26 17:37:55,42.19,86.17,1827
2025-03-26 17:38:10,-28.12,2.78,1327
2025-03-26 17:38:25,21.38,3.91,1564
2025-03-26 17:38:40,-37.62,12.34,1456
2025-03-26 17:38:55,-16.35,54.51,857
2025-03-26 17:39:10,-1.5,50.13,1193
2025-03-26 17:39:25,-22.46,51.59,1660
2025-03-26 17:39:40,34.84,46.19,1468
2025-03-26 17:39:55,-47.4,10.62,1929
2025-03-26 17:40:10,2.08,90.59,1614
2025-03-26 17:40:25,-18.3,62.01,1974
2025-03-26 17:40:40,12.38,17.93,1837
2025-03-26 17:40:55,-39.3,22.24,749
2025-03-26 17:41:10,-13.46,31.75,883
2025-03-26 17:41:25,-34.46,51.88,1335
2025-03-26 17:41:40,-34.37,82.39,923
2025-03-26 17:41:55,-12.52,78.1,1431
2025-03-26 17:42:10,-32.76,10.82,1937
2025-03-26 17:42:25,48.37,30.42,528
2025-03-26 17:42:40,22.03,54.3,1571
2025-03-26 17:42:55,-39.18,39.73,1648
2025-03-26 17:43:10,-16.86,79.0,1989
2025-03-26 17:43:25,-4.22,79.6,1567
2025-03-26 17:43:40,2.29,81.72,1145
2025-03-26 17:43:55,-9.07,25.48,1143
2025-03-26 17:44:10,25.54,66.71,1562
2025-03-26 17:44:25,-47.82,10.53,1150
2025-03-26 17:44:40,20.03,76.4,802
2025-03-26 17:44:55,49.41,38.72,1920
2025-03-26 17:45:10,-8.9,37.15,537
2025-03-26 17:45:25,-13.08,95.6,1490
